0.0110163	0.0400584	-0.0101659	-0.0448246	-0.0441711	0.00543594	0.0331115	0.0263859	-0.023427	-0.0304502	-0.02934	0.0479164	0.024287	0.0185916	0.0233289	-0.0265521	-0.0173178	0.0398046	0.0196452	0.0129368	0.0369699	0.0105698	0.0266212	-0.0185822	0.0397236	-0.0476716	0.00322533	-0.041204	0.0374093	0.0444019	-0.0367338	-0.0264489
0.0424861	0.00534989	-0.00987203	0.02637	0.0284122	-0.0291698	-0.0135177	0.000559248	0.0242225	0.017502	-0.0353033	0.0491988	-0.0273211	-0.0254347	-0.0472786	-0.0251475	-0.0403825	0.00328194	-0.0476884	-0.0339974	0.00541115	0.0236758	-0.017598	-0.0344247	0.028499	0.0423041	-0.00956838	0.0461849	-0.00241585	-0.0132201	-0.0384056	-0.0147823
0.886567	-0.517555	0.439153	-0.412693	-0.555515	0.498531	0.506693	0.562231	0.581119	0.443574	-0.472021	-0.506818	0.473672	-0.317211	0.489673	-0.521526	0.410209	-0.452674	-0.431157	0.517141	0.527556	-0.412185	0.449586	0.477596	-0.489784	0.498621	0.490083	-0.403708	0.423585	-0.455781	0.465316	0.502547
-0.288529	-0.452137	0.5023	-0.467092	-0.513255	0.408767	0.390074	0.379508	0.609134	0.498243	-0.448341	-0.508762	0.501642	-0.436433	0.482164	-0.482669	0.512621	-0.433404	-0.45322	0.441851	0.498151	-0.515553	0.441351	0.525707	-0.461548	0.399763	0.479967	-0.50797	0.471681	-0.501291	0.42077	0.461675
0.769909	-0.49926	0.546289	-0.4156	-0.369167	0.511371	0.523697	0.538179	0.416346	0.511467	-0.518071	-0.5203	0.454892	-0.551069	0.433724	-0.451721	0.451461	-0.482069	-0.503608	0.496703	0.435748	-0.455801	0.545721	0.459443	-0.463905	0.456366	0.449555	-0.471567	0.511706	-0.517211	0.359249	0.478088
0.159098	-0.447371	0.447	-0.480474	-0.511745	0.430619	0.435454	0.460673	0.236263	0.458693	-0.421342	-0.36582	0.518282	-0.20007	0.505019	-0.49003	0.541835	-0.454499	-0.543467	0.491073	0.529012	-0.500397	0.408804	0.437734	-0.4769	0.475312	0.552172	-0.463889	0.535318	-0.497845	0.479391	0.418046
-0.671033	-0.488676	0.363059	-0.38066	-0.404406	0.47351	0.425437	0.42485	0.525861	0.389652	-0.488736	-0.531987	0.48764	-0.701356	0.403143	-0.424064	0.469649	-0.430774	-0.493576	0.414403	0.442647	-0.486875	0.437668	0.40181	-0.320869	0.485207	0.477164	-0.407187	0.48677	-0.46255	0.355837	0.402555
-0.386836	-0.525987	0.468314	-0.465997	-0.526421	0.378918	0.542906	0.456405	0.209495	0.531865	-0.434548	-0.457315	0.404169	-0.295674	0.484942	-0.515999	0.522781	-0.381965	-0.529918	0.538719	0.491224	-0.504308	0.523342	0.500732	-0.401798	0.473319	0.505252	-0.50073	0.421735	-0.475377	0.533305	0.388199
0.0704835	-0.543868	0.536055	-0.498001	-0.435481	0.41014	0.512473	0.498801	0.246105	0.547034	-0.483723	-0.455878	0.496029	-0.375242	0.474746	-0.500481	0.438288	-0.525804	-0.482181	0.423671	0.45706	-0.500405	0.438118	0.497581	-0.529702	0.456336	0.485244	-0.514683	0.446259	-0.506433	0.538671	0.513027
0.878091	-0.449276	0.430728	-0.520745	-0.431234	0.424102	0.472465	0.449905	0.529021	0.363788	-0.498671	-0.485963	0.477124	-0.376896	0.433751	-0.47223	0.462306	-0.49764	-0.51072	0.480143	0.453592	-0.425915	0.537904	0.51641	-0.431057	0.521223	0.456618	-0.491859	0.421573	-0.492943	0.431986	0.469551
